Archivo,N,Epsilon,TipoExperimento,Parametro,Estimado,Exacto,ErrorAbs,ErrorRel
chicago2015.txt,15808577,0.1,Quantile,0,42,42,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.020,46,46,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.040,46,46,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.060,46,46,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.080,46,46,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.100,46,48,2,0.042
chicago2015.txt,15808577,0.100,Quantile,0.120,46,52,6,0.115
chicago2015.txt,15808577,0.100,Quantile,0.140,50,56,6,0.107
chicago2015.txt,15808577,0.100,Quantile,0.160,52,56,4,0.071
chicago2015.txt,15808577,0.100,Quantile,0.180,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.200,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.220,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.240,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.260,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.280,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.300,56,56,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.320,56,63,7,0.111
chicago2015.txt,15808577,0.100,Quantile,0.340,56,68,12,0.176
chicago2015.txt,15808577,0.100,Quantile,0.360,63,84,21,0.250
chicago2015.txt,15808577,0.100,Quantile,0.380,68,124,56,0.452
chicago2015.txt,15808577,0.100,Quantile,0.400,84,164,80,0.488
chicago2015.txt,15808577,0.100,Quantile,0.420,120,274,154,0.562
chicago2015.txt,15808577,0.100,Quantile,0.440,163,338,175,0.518
chicago2015.txt,15808577,0.100,Quantile,0.460,267,426,159,0.373
chicago2015.txt,15808577,0.100,Quantile,0.480,332,573,241,0.421
chicago2015.txt,15808577,0.100,Quantile,0.500,408,1004,596,0.594
chicago2015.txt,15808577,0.100,Quantile,0.520,557,1272,715,0.562
chicago2015.txt,15808577,0.100,Quantile,0.540,966,1424,458,0.322
chicago2015.txt,15808577,0.100,Quantile,0.560,1251,1454,203,0.140
chicago2015.txt,15808577,0.100,Quantile,0.580,1409,1454,45,0.031
chicago2015.txt,15808577,0.100,Quantile,0.600,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.620,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.640,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.660,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.680,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.700,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.720,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.740,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.760,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.780,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.800,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.820,1454,1454,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.840,1454,1488,34,0.023
chicago2015.txt,15808577,0.100,Quantile,0.860,1454,1504,50,0.033
chicago2015.txt,15808577,0.100,Quantile,0.880,1480,1504,24,0.016
chicago2015.txt,15808577,0.100,Quantile,0.900,1504,1504,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.920,1504,1504,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.940,1504,1504,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.960,1504,1504,0,0.000
chicago2015.txt,15808577,0.100,Quantile,0.980,1504,1504,0,0.000
chicago2015.txt,15808577,0.100,Rank,42,0,0,0,-1.00
chicago2015.txt,15808577,0.10,Rank,46,219424,2704,216720,80.15
chicago2015.txt,15808577,0.10,Rank,46,219424,2704,216720,80.15
chicago2015.txt,15808577,0.10,Rank,46,219424,2704,216720,80.15
chicago2015.txt,15808577,0.10,Rank,46,219424,2704,216720,80.15
chicago2015.txt,15808577,0.10,Rank,48,2182883,1577118,605765,0.38
chicago2015.txt,15808577,0.10,Rank,52,2369677,1766092,603585,0.34
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,56,2652984,2025657,627327,0.31
chicago2015.txt,15808577,0.10,Rank,63,5690374,5055937,634437,0.13
chicago2015.txt,15808577,0.10,Rank,68,5948849,5296573,652276,0.12
chicago2015.txt,15808577,0.10,Rank,84,6287209,5649061,638148,0.11
chicago2015.txt,15808577,0.10,Rank,124,6654683,6006489,648194,0.11
chicago2015.txt,15808577,0.10,Rank,164,6966403,6322427,643976,0.10
chicago2015.txt,15808577,0.10,Rank,274,7317464,6631229,686235,0.10
chicago2015.txt,15808577,0.10,Rank,338,7609100,6949298,659802,0.09
chicago2015.txt,15808577,0.10,Rank,426,7931112,7271708,659404,0.09
chicago2015.txt,15808577,0.10,Rank,573,8236955,7583309,653646,0.09
chicago2015.txt,15808577,0.10,Rank,1004,8561133,7903861,657272,0.08
chicago2015.txt,15808577,0.10,Rank,1272,8891671,8220240,671431,0.08
chicago2015.txt,15808577,0.10,Rank,1424,9178856,8526510,652346,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1454,9349008,8689945,659063,0.08
chicago2015.txt,15808577,0.10,Rank,1488,13940842,13277681,663161,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.10,Rank,1504,14004458,13314083,690375,0.05
chicago2015.txt,15808577,0.05,Quantile,0.00,42,42,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.020,46,46,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.040,46,46,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.060,46,46,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.080,46,46,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.100,46,48,2,0.042
chicago2015.txt,15808577,0.050,Quantile,0.120,47,52,5,0.096
chicago2015.txt,15808577,0.050,Quantile,0.140,52,56,4,0.071
chicago2015.txt,15808577,0.050,Quantile,0.160,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.180,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.200,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.220,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.240,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.260,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.280,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.300,56,56,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.320,56,63,7,0.111
chicago2015.txt,15808577,0.050,Quantile,0.340,63,68,5,0.074
chicago2015.txt,15808577,0.050,Quantile,0.360,68,84,16,0.190
chicago2015.txt,15808577,0.050,Quantile,0.380,84,124,40,0.323
chicago2015.txt,15808577,0.050,Quantile,0.400,124,164,40,0.244
chicago2015.txt,15808577,0.050,Quantile,0.420,164,274,110,0.401
chicago2015.txt,15808577,0.050,Quantile,0.440,274,338,64,0.189
chicago2015.txt,15808577,0.050,Quantile,0.460,338,426,88,0.207
chicago2015.txt,15808577,0.050,Quantile,0.480,424,573,149,0.260
chicago2015.txt,15808577,0.050,Quantile,0.500,573,1004,431,0.429
chicago2015.txt,15808577,0.050,Quantile,0.520,1005,1272,267,0.210
chicago2015.txt,15808577,0.050,Quantile,0.540,1275,1424,149,0.105
chicago2015.txt,15808577,0.050,Quantile,0.560,1424,1454,30,0.021
chicago2015.txt,15808577,0.050,Quantile,0.580,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.600,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.620,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.640,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.660,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.680,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.700,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.720,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.740,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.760,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.780,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.800,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.820,1454,1454,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.840,1454,1488,34,0.023
chicago2015.txt,15808577,0.050,Quantile,0.860,1488,1504,16,0.011
chicago2015.txt,15808577,0.050,Quantile,0.880,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.900,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.920,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.940,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.960,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Quantile,0.980,1504,1504,0,0.000
chicago2015.txt,15808577,0.050,Rank,42,0,0,0,-1.00
chicago2015.txt,15808577,0.05,Rank,46,115344,2704,112640,41.66
chicago2015.txt,15808577,0.05,Rank,46,115344,2704,112640,41.66
chicago2015.txt,15808577,0.05,Rank,46,115344,2704,112640,41.66
chicago2015.txt,15808577,0.05,Rank,46,115344,2704,112640,41.66
chicago2015.txt,15808577,0.05,Rank,48,1897897,1577118,320779,0.20
chicago2015.txt,15808577,0.05,Rank,52,2074927,1766092,308835,0.17
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,56,2339132,2025657,313475,0.15
chicago2015.txt,15808577,0.05,Rank,63,5373422,5055937,317485,0.06
chicago2015.txt,15808577,0.05,Rank,68,5614415,5296573,317842,0.06
chicago2015.txt,15808577,0.05,Rank,84,5976935,5649061,327874,0.06
chicago2015.txt,15808577,0.05,Rank,124,6320596,6006489,314107,0.05
chicago2015.txt,15808577,0.05,Rank,164,6638590,6322427,316163,0.05
chicago2015.txt,15808577,0.05,Rank,274,6939203,6631229,307974,0.05
chicago2015.txt,15808577,0.05,Rank,338,7264253,6949298,314955,0.05
chicago2015.txt,15808577,0.05,Rank,426,7592031,7271708,320323,0.04
chicago2015.txt,15808577,0.05,Rank,573,7896710,7583309,313401,0.04
chicago2015.txt,15808577,0.05,Rank,1004,8220328,7903861,316467,0.04
chicago2015.txt,15808577,0.05,Rank,1272,8525404,8220240,305164,0.04
chicago2015.txt,15808577,0.05,Rank,1424,8840689,8526510,314179,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1454,9009957,8689945,320012,0.04
chicago2015.txt,15808577,0.05,Rank,1488,13592344,13277681,314663,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
chicago2015.txt,15808577,0.05,Rank,1504,13623100,13314083,309017,0.02
